analysis,created_time,favorite_count,full_text,polarity,retweet_count,tweet_id,user_id,username,clean_text
positive,2021-04-28 17:10:16,7,they re scheduling vaccinations right next door in newton tomorrow moderna only,0.0952380952,6,1387514527374315521,3437351345,blkbrrie,scheduling vaccinations right next door newton tomorrow moderna
negative,2021-04-30 11:13:51,34,I know the makers of the vaccine cannot be liable Moderna Pfizer etc but can one sue the media for not being truthville and forthcoming about these people who have complications or even died shortly after receiving the vaccine Another words covering up complications,-0.05,1,1388149604760313864,1144019609496031232,petechristophe2,I know makers vaccine liable Moderna Pfizer etc one sue media truthville forthcoming people complications even died shortly receiving vaccine Another words covering complications
positive,2021-04-29 13:32:06,12,Covid19 vaccine 201 N Center today 4 29 8 AM 4 PM Moderna amp Janssen avail Must be 18 yrs or older amp photo i d Appts preferred walk ins accepted Appts Can get 2nd dose IF 4 weeks since 1st dose no matter where recvd 1st dose,0.0222222222,4,1387822009493696513,15646731,CITYOFMESA,Covid19 vaccine 201 N Center today 4 29 8 AM 4 PM Moderna amp Janssen avail Must 18 yrs older amp photo Appts preferred walk ins accepted Appts Can get 2nd dose IF 4 weeks since 1st dose matter recvd 1st dose
positive,2021-05-03 17:55:50,8,I m going to bed with a woozy head and a sore arm my own obviously Night all vaccine Moderna,0.3,0,1389337933535195145,20139100,keatsbabe,I going bed woozy head sore arm obviously Night vaccine Moderna
neutral,2021-05-04 18:59:14,0,janssen from JohnsonAndJohnsonVaccine I never vaccinated 66 efficacy AstraZeneca 50 against variants NO Pfizer or Moderna isn t enough 70 but same side effects,0.0,0,1389716275534909445,1020021918,doltostoi,janssen JohnsonAndJohnsonVaccine I never vaccinated 66 efficacy AstraZeneca 50 variants NO Pfizer Moderna enough 70 side effects
negative,2021-05-04 18:13:45,10,NACI s recommendation that Canadians who are less likely to contract COVID 19 may want to wait for a Pfizer or Moderna vaccine is bad messaging says an Ontario doctor,-0.28888888890000003,2,1389704828717305857,168757829,cbcasithappens,NACI recommendation Canadians less likely contract COVID 19 may want wait Pfizer Moderna vaccine bad messaging says Ontario doctor
positive,2021-05-03 12:58:01,0,The Washtenaw County Health Department WCHD has notified us about a walk in COVID 19 vaccination clinic today at the WCHD offices at 555 Towner St Ypsilanti from 1 3 30 p m Available vaccinations include the J amp J one shot vaccine and the Moderna two dose vaccine Ypsi,0.4,0,1389262985361649666,1311034286057746432,EmuParalegal,The Washtenaw County Health Department WCHD notified us walk COVID 19 vaccination clinic today WCHD offices 555 Towner St Ypsilanti 1 3 30 p Available vaccinations include J amp J one shot vaccine Moderna two dose vaccine Ypsi
negative,2021-05-02 19:01:29,2,kellie FDA approval involves intensive testing and can take several years However given that COVID 19 was unwilling to wait a few years the FDA has issued an Emergency Use Authorization for the Pfizer Moderna and Janssen vaccines all of which are in the FDA approval process,-0.1,0,1388992065569230851,14104820,StevenVelezLuce,kellie FDA approval involves intensive testing take several years However given COVID 19 unwilling wait years FDA issued Emergency Use Authorization Pfizer Moderna Janssen vaccines FDA approval process
positive,2021-05-03 18:59:33,3,A group of my friends went to go out to eat and one of our friends said he got the Moderna vaccine So we left his ass downtown LOL Pfizer only gang,0.2666666667,0,1389353967109480448,1164554353061060608,WashedMo3,A group friends went go eat one friends said got Moderna vaccine So left ass downtown LOL Pfizer gang
positive,2021-05-04 18:33:31,0,Today I got my COVID vaccine Moderna at one of the pop up clinics in my area I am so excited ConquerCOVID19,0.375,0,1389709803979776001,1145649055705513985,AsherPasha,Today I got COVID vaccine Moderna one pop clinics area I excited ConquerCOVID19
positive,2021-04-30 12:40:48,0,CDE News Update Moderna boosting COVID 19 vaccine capacity targets up to 3 billion shots in 2022 Read More Stay Informed moderna cdeNews headlines,0.5,0,1388171487035723778,467671332,SalibaJes,CDE News Update Moderna boosting COVID 19 vaccine capacity targets 3 billion shots 2022 Read More Stay Informed moderna cdeNews headlines
positive,2021-05-01 10:10:51,0,Vaccine appointments are available at Rite Aid Pharmacy Moderna 122 02 Liberty Avenue Queens NY 11419,0.4,0,1388496139465502720,1375448650365739010,nyc_vaccine,Vaccine appointments available Rite Aid Pharmacy Moderna 122 02 Liberty Avenue Queens NY 11419
positive,2021-05-02 09:30:46,0,The Hot Person Vaccine The internet has decided that Pfizer is significantly cooler than Moderna but why,0.3125,0,1388848442051493888,934849132203859969,leobrutusia,The Hot Person Vaccine The internet decided Pfizer significantly cooler Moderna
positive,2021-04-28 18:09:09,0,Ok if it s a fact prove it Prove that trump pushed the moderna vaccine,0.5,0,1387529345888047104,1322649533214531584,meltingpotlover,Ok fact prove Prove trump pushed moderna vaccine
neutral,2021-04-30 11:34:45,0,Individuals who register for a May 1 vaccination appointment will receive the Moderna vaccine Register here,0.0,0,1388154864694353921,16785032,WMAR2News,Individuals register May 1 vaccination appointment receive Moderna vaccine Register
positive,2021-05-01 14:58:16,4,is my arm hurting in anticipation of the tattoo that its looking likely i may receive nah its honestly the moderna vaccine effect,0.3,0,1388568473094303744,872190199845052420,organizeralways,arm hurting anticipation tattoo looking likely may receive nah honestly moderna vaccine effect
positive,2021-05-04 11:44:29,9,NEW Trudeau says the next shipment of the Moderna vaccine is arriving ahead of schedule One million doses will land in Canada tomorrow and be distributed to the provinces by the end of this week They were to land the week of May 10 New Brunswick s share 20 600 shots,0.0909090909,3,1389606868121759745,22527019,adamhuras,NEW Trudeau says next shipment Moderna vaccine arriving ahead schedule One million doses land Canada tomorrow distributed provinces end week They land week May 10 New Brunswick share 20 600 shots
negative,2021-05-03 19:52:20,8,So I can sign up now to get the vaccine but there is this small problem I would have to wait a bit for Pfizer and Moderna because they re not available now or I can take AstraZeneca but at the same time I don t want to risk it with AstraZeneca,-0.15,0,1389367252206723073,1680389071,cutegrandelatte,So I sign get vaccine small problem I would wait bit Pfizer Moderna available I take AstraZeneca time I want risk AstraZeneca
positive,2021-05-03 15:17:59,0,Believe it or not I put in about 8 hrs a week at a vaccination clinic I have personally administered somewhere between 800 1000 vaccine doses mostly Moderna Nobody has developed terminal side effects Significant side effects are rare I despise government btw,0.255,0,1389298210359885824,1388163675941449728,etohislife,Believe I put 8 hrs week vaccination clinic I personally administered somewhere 800 1000 vaccine doses mostly Moderna Nobody developed terminal side effects Significant side effects rare I despise government btw
positive,2021-04-28 18:50:36,0,bhatt Only proper testing can prove effectiveness of any vaccine Test covaxin independently in multiple countries like Pfizer Moderna jnj Stop making wild claims,0.025,0,1387539775859666952,1196305977441693696,centristSingh,bhatt Only proper testing prove effectiveness vaccine Test covaxin independently multiple countries like Pfizer Moderna jnj Stop making wild claims
positive,2021-04-28 17:18:15,0,Thank you once again President Trump for fast tracking these wonderful vaccines You will save millions of lives Pfizer and Moderna vaccines are 94 percent effective at preventing hospitalization in older adults a study finds The New York Times,0.4206060606,0,1387516535980318722,702610099680968704,brmkrgm1,Thank President Trump fast tracking wonderful vaccines You save millions lives Pfizer Moderna vaccines 94 percent effective preventing hospitalization older adults study finds The New York Times
negative,2021-05-01 16:09:47,0,What vaccine is being given on Tuesday at Richmond Green Website says Pfizer or Moderna Do you get the choose,-0.2,0,1388586470584299524,4832885629,eaturbranflakes,What vaccine given Tuesday Richmond Green Website says Pfizer Moderna Do get choose
neutral,2021-05-02 14:43:11,42,Anyone else notice that after the second Moderna vaccine you suddenly had a six pack and could run a 10k in under 30 minutes,0.0,1,1388927062816133123,252790894,nevslin,Anyone else notice second Moderna vaccine suddenly six pack could run 10k 30 minutes
positive,2021-05-01 13:39:16,2,Kate M We have contracts for vaccine supply But they have been slow to be filled as places that making the vaccine stopped or limited export or had production issues For eg Supposed to get 1 2M doses of moderna last week only got 680k Meanwhile US is using 2M a day,0.005714285699999999,0,1388548591002652675,48037699,Chill520,Kate M We contracts vaccine supply But slow filled places making vaccine stopped limited export production issues For eg Supposed get 1 2M doses moderna last week got 680k Meanwhile US using 2M day
positive,2021-04-28 18:07:37,0,I got my second Moderna shot on Monday at 11AM and I ve had absolutely no ill effects However yesterday I think the vaccine made me smarter for about 24 hours I wonder if I should report my findings to the CDC VaccinesWork Vaccinated Moderna CovidVaccine,0.125,0,1387528957252284426,257717599,kstansbu,I got second Moderna shot Monday 11AM I absolutely ill effects However yesterday I think vaccine made smarter 24 hours I wonder I report findings CDC VaccinesWork Vaccinated Moderna CovidVaccine
positive,2021-04-28 12:43:00,0,Nice get by The Jefferson County Jail is now offering the Moderna COVID 19 vaccine to its inmates,0.25,0,1387447268186460165,1146770712,MrDrew_Taylor,Nice get The Jefferson County Jail offering Moderna COVID 19 vaccine inmates
positive,2021-05-04 19:38:43,0,Vaccine appointments are available at Walgreens Duane Reade Moderna 2158 White Plains Rd Bronx NY 10462 800 925 4733,0.2,0,1389726210847084548,1375448650365739010,nyc_vaccine,Vaccine appointments available Walgreens Duane Reade Moderna 2158 White Plains Rd Bronx NY 10462 800 925 4733
neutral,2021-05-01 18:18:39,18,my family is acting like they ll disown me for taking moderna or AstraZeneca Idgaf it s just a vaccine,0.0,0,1388618900963790849,1129921063872286722,oatmilku,family acting like disown taking moderna AstraZeneca Idgaf vaccine
positive,2021-04-30 14:18:17,76,I support the Biden Administration s travel restrictions from India which many in the Indian American community have called for But what we really need to do is prioritize lives over excess profits Pfizer amp Moderna need to license their vaccine formulas,0.2333333333,19,1388196020773953539,816298918468259841,RepRoKhanna,I support Biden Administration travel restrictions India many Indian American community called But really need prioritize lives excess profits Pfizer amp Moderna need license vaccine formulas
positive,2021-04-28 18:11:46,1,Pfizer has been shown to be most effective with Moderna close behind Preliminary testing shows Pfizer also having some efficacy against new strains not sure about Moderna Downside more people seem to have strong reactions to Pfizer vaccine myself included,0.2170995671,0,1387530001701081092,1385324937032781827,MustelaVolantes,Pfizer shown effective Moderna close behind Preliminary testing shows Pfizer also efficacy new strains sure Moderna Downside people seem strong reactions Pfizer vaccine included
neutral,2021-04-30 17:13:16,0,I just got my appointment for my 1st shot Moderna next Saturday at this point I guess next one has will he be another out so I m literally a month away from being to go back out in public oh gross what is the icon for a vaccine have blood,0.0,0,1388240058981834755,1347950731924361217,Trixie98601091,I got appointment 1st shot Moderna next Saturday point I guess next one another I literally month away go back public oh gross icon vaccine blood
positive,2021-05-03 17:37:31,5,VXRT BUY BUY BUY Vaxart oral vaccine induced higher CD8 T Cell responses than those seen with Moderna or Pfizer vaccines I repeat Better than MRNA and PFE,0.375,2,1389333322053169162,65179927,FXBullsAcademy,VXRT BUY BUY BUY Vaxart oral vaccine induced higher CD8 T Cell responses seen Moderna Pfizer vaccines I repeat Better MRNA PFE
positive,2021-04-28 18:46:34,0,First doses of the Moderna COVID 19 vaccine are available at the Woodforest Bank Stadium hub Monday with an appointment,0.325,0,1387538762217967628,739878704386560000,MoCoPatch,First doses Moderna COVID 19 vaccine available Woodforest Bank Stadium hub Monday appointment
positive,2021-05-04 19:38:47,0,Vaccine appointments are available at Rite Aid Pharmacy Moderna 55 60 Myrtle Avenue Queens NY 11385,0.4,0,1389726230237302786,1375448650365739010,nyc_vaccine,Vaccine appointments available Rite Aid Pharmacy Moderna 55 60 Myrtle Avenue Queens NY 11385
neutral,2021-05-04 11:51:57,1,Just received my 2nd vaccine shot Moderna 8 minutes left on the 15 minute timer,0.0,0,1389608745769082882,30172326,KiDKiNgSLiCk,Just received 2nd vaccine shot Moderna 8 minutes left 15 minute timer
positive,2021-05-04 12:46:23,10,and Health have teamed up to host a walk in vaccine site for residents 18 at 9503 E 33rd St Today until 6 p m you can walk in and get your shot of Moderna or J amp J for free Visit or call 2 1 1 to sign up,0.4,4,1389622443942293505,709517219395309568,HannahinIndy,Health teamed host walk vaccine site residents 18 9503 E 33rd St Today 6 p walk get shot Moderna J amp J free Visit call 2 1 1 sign
positive,2021-04-30 19:08:54,0,Vaccine appointments are available at NYC Vaccine Hub West Bronx Gymnasium Moderna 1527 Jesup Avenue Bronx NY 10452 877 829 4692,0.4,0,1388269156559167493,1375448650365739010,nyc_vaccine,Vaccine appointments available NYC Vaccine Hub West Bronx Gymnasium Moderna 1527 Jesup Avenue Bronx NY 10452 877 829 4692
positive,2021-04-28 15:11:50,0,Newark Urgent Care COVID Vaccine Appointments Update netde E Main St Newark Moderna Tues May 4 Wed May 5,0.1666666667,0,1387484719676329984,1216531677603860480,CaffeinatedI,Newark Urgent Care COVID Vaccine Appointments Update netde E Main St Newark Moderna Tues May 4 Wed May 5
positive,2021-05-01 19:25:12,4,The WHO proves again it is not a bunch of bureaucratic sloths and today approved the Moderna vaccine That was fast,0.25,1,1388635648194584576,1931711646,mjd1735,The WHO proves bunch bureaucratic sloths today approved Moderna vaccine That fast
negative,2021-05-02 06:49:45,1,Just a little PSA Number of people who get a blood clot to the brain due to covid 39 per million Number of people who get it after Pfizer or Moderna vaccine 4 1 per million Number of people who get it after the Astrazeneca vaccine 5 per million,-0.15625,0,1388807920629030912,1153818131179212800,Phantom_Kit11,Just little PSA Number people get blood clot brain due covid 39 per million Number people get Pfizer Moderna vaccine 4 1 per million Number people get Astrazeneca vaccine 5 per million
positive,2021-05-03 14:18:48,0,Monsieur Barnier admits UK vaccine success proves its easier acting alone than under the EU bureaucracy EUMafia COVID19 AstraZenaca Pfizer bbcnews skynews modernavaccine,0.2,0,1389283312703836166,1369998682607804425,OutspokenSphere,Monsieur Barnier admits UK vaccine success proves easier acting alone EU bureaucracy EUMafia COVID19 AstraZenaca Pfizer bbcnews skynews modernavaccine
neutral,2021-05-01 19:23:45,0,WHO approves Moderna vaccine for emergency use,0.0,0,1388635284078665728,1388186448340275201,MANZOOR71221672,WHO approves Moderna vaccine emergency use
neutral,2021-05-01 12:23:34,0,WHO gives emergency use listing to Moderna s COVID 19 vaccine,0.0,0,1388529539194580997,40298894,SicamousEagle,WHO gives emergency use listing Moderna COVID 19 vaccine
positive,2021-05-02 09:07:11,5,My first vaccine shot will be on the 4th and it s Moderna My second vaccine shot will be a mix of homebrewed pharmaceutical ingredients 3 years from now after the collapse of society,0.125,0,1388842507035873281,866984510,marco_rezk,My first vaccine shot 4th Moderna My second vaccine shot mix homebrewed pharmaceutical ingredients 3 years collapse society
neutral,2021-04-30 18:35:04,0,Btw which vaccine are they administering AstraZeneca or Pfizer or Moderna,0.0,0,1388260642302345217,420100631,VyasRajneesh,Btw vaccine administering AstraZeneca Pfizer Moderna
positive,2021-05-04 19:38:39,0,Vaccine appointments are available at Rite Aid Pharmacy Moderna 102 30 Atlantic Avenue Queens NY 11416,0.4,0,1389726196909449219,1375448650365739010,nyc_vaccine,Vaccine appointments available Rite Aid Pharmacy Moderna 102 30 Atlantic Avenue Queens NY 11416
negative,2021-05-01 13:38:34,0,i think its because of the cases of people getting blood clotting after taking the vaccine at least i know the older people in my church got wary because of it and i do know of one person in the hospital but i think they took moderna,-0.2111111111,0,1388548412245745667,1069835432693784576,sugakyube,think cases people getting blood clotting taking vaccine least know older people church got wary know one person hospital think took moderna
negative,2021-04-30 19:23:44,5,Moderna the vaccine company providing doses to Canada was literally a zero company one year ago The US government gave them 480million outright a fantastic investment Up here we had the same opportunity nothing but dithering Pathetic,-0.2,2,1388272888038395907,37788920,canajuneh,Moderna vaccine company providing doses Canada literally zero company one year ago The US government gave 480million outright fantastic investment Up opportunity nothing dithering Pathetic
neutral,2021-05-01 04:32:42,0,The World Health Organization WHO said it had listed the COVID 19 vaccine of US pharmaceutical company Moderna as recommended for emergency use,0.0,0,1388411041067982850,1121751556724932609,TheTNNLive,The World Health Organization WHO said listed COVID 19 vaccine US pharmaceutical company Moderna recommended emergency use
positive,2021-04-29 13:48:55,1,So many Americans have missed the 2nd dose of their Pfizer or Moderna COVID 19 vaccines In this article by Claire Gillepsie Dr Seidman Chief Medical Officer of L A Care shares that the one dose JNJ vaccine may be the best option,0.375,0,1387826242041307144,115537472,LACareHealth,So many Americans missed 2nd dose Pfizer Moderna COVID 19 vaccines In article Claire Gillepsie Dr Seidman Chief Medical Officer L A Care shares one dose JNJ vaccine may best option
positive,2021-05-03 18:35:08,1,Thank you so much to everyone who has come into the pharmacy today to receive a COVID19Vaccine We will be accepting Walk Ins all week long with the following vaccines being offered each day Tuesday Thursday Moderna Friday Janssen J amp J Saturday Moderna,0.05,1,1389347823389380611,135334247,GrassLakeRx,Thank much everyone come pharmacy today receive COVID19Vaccine We accepting Walk Ins week long following vaccines offered day Tuesday Thursday Moderna Friday Janssen J amp J Saturday Moderna
positive,2021-04-28 14:23:27,0,India still does not realize how lucky they are You have to talk to people in Latin America Large parts of Asia and even most of Europe the access to vaccine is a real problem Pfizer Moderna and Chinese are charging crazy prizes and not delivering,0.1079365079,0,1387472543762853889,1297310467057213447,Dharmorakshit,India still realize lucky You talk people Latin America Large parts Asia even Europe access vaccine real problem Pfizer Moderna Chinese charging crazy prizes delivering
neutral,2021-05-02 05:38:54,0,Orange County woman s death after 2nd dose of Moderna COVID 19 vaccine spurs concern from family ABC7 Los Angeles,0.0,0,1388790090466353153,15552861,RamZar1,Orange County woman death 2nd dose Moderna COVID 19 vaccine spurs concern family ABC7 Los Angeles
negative,2021-04-28 13:51:29,0,I had my second Moderna about a month ago No issues other than soreness at the injection site but I get that with the flu vaccine too,-0.0625,0,1387464502753382407,294185062,anram77,I second Moderna month ago No issues soreness injection site I get flu vaccine
positive,2021-05-01 19:30:24,2,Fikre What made you get it for sure that it was a RNA based vaccine Pfizer Moderna and not the J amp J one conventional adenovirus vaccine,0.1785714286,0,1388636957308162052,1196856808817610753,mkabhijit2,Fikre What made get sure RNA based vaccine Pfizer Moderna J amp J one conventional adenovirus vaccine
negative,2021-04-28 16:18:35,2,If this man wasn t mfg vaccines we literally would be begging west for it Pfize Moderna is extracting a pound of flesh from poorer countries In South America they have demanded military bases embassies and other sovereign assets for vaccine,-0.1125,0,1387501518400548864,1263179256281980929,IamNakulMaurya,If man mfg vaccines literally would begging west Pfize Moderna extracting pound flesh poorer countries In South America demanded military bases embassies sovereign assets vaccine
positive,2021-05-04 19:38:32,0,Vaccine appointments are available at Rite Aid Pharmacy Moderna 43 68 Amboy Road Staten Island NY 10312,0.4,0,1389726166010023937,1375448650365739010,nyc_vaccine,Vaccine appointments available Rite Aid Pharmacy Moderna 43 68 Amboy Road Staten Island NY 10312
positive,2021-05-01 14:56:38,6,Join FDN and Mickey Fine Pharmacy today for your Moderna vaccine,0.4166666667,0,1388568059879718912,50411797,AnnenbergSpace,Join FDN Mickey Fine Pharmacy today Moderna vaccine
positive,2021-05-04 11:23:04,1,There are studies taking place now Because everything is so new there were no studies to figure this out Truth be told its amazing that there is a vaccine at this point let alone multiple vaccines But az and Johnson are a different type than Pfizer and moderna,0.1840909091,0,1389601478038507520,1321201340920537095,SomethinShockin,There studies taking place Because everything new studies figure Truth told amazing vaccine point let alone multiple vaccines But az Johnson different type Pfizer moderna
positive,2021-04-30 11:28:43,0,Which patents Moderna and Pfizer don t have any in India and Moderna promised not to sue anyone for making a covid vaccine The one possibly relevant J amp J PCT application I m aware of doesn t designate India and is still pending elsewhere Which patents are blocking production,0.325,0,1388153347379589121,605175675,theconnorlynch,Which patents Moderna Pfizer India Moderna promised sue anyone making covid vaccine The one possibly relevant J amp J PCT application I aware designate India still pending elsewhere Which patents blocking production
negative,2021-04-30 18:54:25,0,India relies heavily on the Oxford AstraZeneca vaccine which clinical trials show is less powerful than the vaccines made by Pfizer BioNTech and Moderna,-0.0222222222,0,1388265510664654853,54354289,rexarul,India relies heavily Oxford AstraZeneca vaccine clinical trials show less powerful vaccines made Pfizer BioNTech Moderna
positive,2021-05-02 16:07:56,0,Because profits are by far the most important thing when trying to end a pandemic right gt Moderna Just Made the Pfizer Vaccine s Biggest Weakness an Even Bigger One,0.2571428571,0,1388948391938375682,21484563,JLaufe,Because profits far important thing trying end pandemic right gt Moderna Just Made Pfizer Vaccine Biggest Weakness Even Bigger One
positive,2021-04-29 16:36:00,3,If your vaccine requires a 2nd dose Pfizer or Moderna it s very important that you get it as close as possible to the recommended interval but not sooner Getting your 2nd dose helps ensure the vaccine will be most effective to prevent hospitalization or death due to COVID 19,0.2135714286,2,1387868292128325637,33657166,JeffcoPH,If vaccine requires 2nd dose Pfizer Moderna important get close possible recommended interval sooner Getting 2nd dose helps ensure vaccine effective prevent hospitalization death due COVID 19
neutral,2021-04-30 11:28:49,39,Orange County woman s death after 2nd dose of Moderna vaccine spurs concern from family,0.0,41,1388153372772024322,622212087,CJBowden1,Orange County woman death 2nd dose Moderna vaccine spurs concern family
positive,2021-04-30 19:20:04,0,IndiaListing india indiaevents indianews indiapeople Coronavirus WHO lists Moderna vaccine for emergency use The U S vaccine is the fifth jab to earn WHO s emergency listing Read more here Post India Listing,0.5,0,1388271966327513090,56870353,onlinelisting,IndiaListing india indiaevents indianews indiapeople Coronavirus WHO lists Moderna vaccine emergency use The U S vaccine fifth jab earn WHO emergency listing Read Post India Listing
negative,2021-05-01 10:40:30,1,I had gotten the Moderna vaccine The only symptoms I had gotten with both doses was a sore arm the following day However with the 2nd dose that I got last week my arm was a little itchy on the 3rd day Thankfully I didn t get any other side effects,-0.0446428571,0,1388503601950113792,1623684751,rjcarreno77,I gotten Moderna vaccine The symptoms I gotten doses sore arm following day However 2nd dose I got last week arm little itchy 3rd day Thankfully I get side effects
positive,2021-05-04 12:50:38,0,Canada is fast tracking yet another COVID 19 vaccine shipment with one million doses of Moderna s shot expected to arrive on Wednesday Meanwhile the prime minister is weighing in on the recent controversy around NACI,0.033333333300000004,0,1389623515675045888,18554920,CityNewsVAN,Canada fast tracking yet another COVID 19 vaccine shipment one million doses Moderna shot expected arrive Wednesday Meanwhile prime minister weighing recent controversy around NACI
neutral,2021-05-01 22:24:08,5,I m so thankful I get my 2nd Moderna vaccine on May 15th,0.0,1,1388680678171201537,1267896751350038530,ShannyPersists,I thankful I get 2nd Moderna vaccine May 15th
positive,2021-05-02 02:15:43,2,Thank you for making the Moderna vaccine I am able to go for drinks and not panic after my second shot two weeks ago,0.25,0,1388738958553616388,30211277,x_is_the_future,Thank making Moderna vaccine I able go drinks panic second shot two weeks ago
negative,2021-04-29 12:09:12,4,Second Moderna vaccine y all Let s get hyped for not sharing vaccines or loosening vaccine patents to areas in desperate need of vaccines Woohoo Windows rules,-0.3,0,1387801147432443904,43156809,JessMatsumoto,Second Moderna vaccine Let get hyped sharing vaccines loosening vaccine patents areas desperate need vaccines Woohoo Windows rules
neutral,2021-04-29 11:30:26,6,I have the Moderna vaccine and an iPhone 12 Pro Max and the 5G don t slap like it should Ijs,0.0,0,1387791390923497481,21636705,Ariesfirebomb,I Moderna vaccine iPhone 12 Pro Max 5G slap like Ijs
neutral,2021-05-01 06:25:00,47,WHO Approves Moderna Covid 19 Vaccine For Emergency Use Fifth Jab To Receive Validation From Global Health Body,0.0,7,1388439302141620224,2451476942,SwarajyaMag,WHO Approves Moderna Covid 19 Vaccine For Emergency Use Fifth Jab To Receive Validation From Global Health Body
neutral,2021-05-01 21:46:07,0,Covid 19 vaccine pioneer Moderna is stepping up to keep its place,0.0,0,1388671110946906114,1356250736653463555,The_Geeky_News,Covid 19 vaccine pioneer Moderna stepping keep place
positive,2021-05-03 16:39:52,1,I m back back back again feeling better after my 2nd Moderna vaccine and being an unofficial lipsync assassin along to Svi Moji Drumovi by Hari Mata Hari Also being a ray of sunshine and getting ready to watch amp I mean SLAYMERO,0.0553571429,0,1389318816199372800,438419097,FlowerNewsQueen,I back back back feeling better 2nd Moderna vaccine unofficial lipsync assassin along Svi Moji Drumovi Hari Mata Hari Also ray sunshine getting ready watch amp I mean SLAYMERO
positive,2021-04-28 18:46:36,0,bhatt Who is going to believe in a vaccine without phase3 data release If Covaxin is really good why has it not been tested in multiple countries like Pfizer Moderna What are they hiding,0.35,0,1387538770979926019,1196305977441693696,centristSingh,bhatt Who going believe vaccine without phase3 data release If Covaxin really good tested multiple countries like Pfizer Moderna What hiding
positive,2021-05-03 18:12:26,0,Pfizer BioNTech Moderna NIAID and J amp J have created amazing vaccine I mean safe by saying the benefits highly outweigh the risks In addition it s not approved but the FDA amp CDC wouldn t greenlight a vaccine for emergency use that s not safe and doesn t work,0.1395,0,1389342109405155328,1379853838883172354,hawraabazzi3,Pfizer BioNTech Moderna NIAID J amp J created amazing vaccine I mean safe saying benefits highly outweigh risks In addition approved FDA amp CDC greenlight vaccine emergency use safe work
positive,2021-05-03 16:29:43,2,Get your COVID19 vaccine at state s Appointments are encouraged but WALK INS ARE WELCOME Choose the two dose Moderna or single dose J amp J vaccine Make Your appointment online Visit for hours and info,0.3642857143,0,1389316262891855875,27007389,JordanCenter,Get COVID19 vaccine state Appointments encouraged WALK INS ARE WELCOME Choose two dose Moderna single dose J amp J vaccine Make Your appointment online Visit hours info
positive,2021-05-01 18:58:43,1,arthur They should acknowledge precious time was wasted while the Liberals messed around with a Chinese firm hoping to develop a made in Canada vaccine They should worked on getting supplies from Pfizer and Moderna very early on,0.046,0,1388628982879248385,444966078,mocMichael,arthur They acknowledge precious time wasted Liberals messed around Chinese firm hoping develop made Canada vaccine They worked getting supplies Pfizer Moderna early
neutral,2021-05-02 19:28:34,0,Sims Moderna took NO money from the govt to develop their vaccine AND when Trump left office he had NO PLAN on how to get vaccines into arms Thank you Joe Biden,0.0,0,1388998880503676928,24666037,lambeau412,Sims Moderna took NO money govt develop vaccine AND Trump left office NO PLAN get vaccines arms Thank Joe Biden
positive,2021-05-04 17:41:12,0,Vaccine appointments are available at Rite Aid Pharmacy Moderna 33 01 30th Avenue Queens NY 11103,0.4,0,1389696637048705038,1375448650365739010,nyc_vaccine,Vaccine appointments available Rite Aid Pharmacy Moderna 33 01 30th Avenue Queens NY 11103
positive,2021-04-30 11:05:25,5,The internet has decided Pfizer is significantly cooler than Moderna because Pfizer is significantly cooler than Moderna I don t make the rules,0.375,1,1388147484216766472,848348952084828160,aaronsibarium,The internet decided Pfizer significantly cooler Moderna Pfizer significantly cooler Moderna I make rules
positive,2021-04-29 16:12:45,3,Got my second Moderna covid vaccine shot this morning I felt fine when I got it now my arm hurts so much and i am so tired Pretty much just a more extreme version of my reaction to the first shot Time to pass out now,0.1435185185,0,1387862440017235970,1009877503115051011,JellyToastyToes,Got second Moderna covid vaccine shot morning I felt fine I got arm hurts much tired Pretty much extreme version reaction first shot Time pass
neutral,2021-05-01 05:17:04,0,Pfizer CEO says a third vaccine dose is likely Moderna updates booster shot timeline Yahoo Money,0.0,0,1388422207517323265,1732514258,AntropoLegal,Pfizer CEO says third vaccine dose likely Moderna updates booster shot timeline Yahoo Money
positive,2021-05-03 18:38:10,6,Love it how immediately you link vaccine and vaccines When balakot happened I wished we had more vaccines so that we could strike back with Pfizer or Moderna,0.3333333333,0,1389348588220731401,1239235697439105025,Shayan_k88,Love immediately link vaccine vaccines When balakot happened I wished vaccines could strike back Pfizer Moderna
neutral,2021-04-28 17:57:00,2,Big Sister had her Moderna vaccine today She also bought us this cat food to try tomorrow,0.0,0,1387526285765881860,2163128190,RosieandRollo,Big Sister Moderna vaccine today She also bought us cat food try tomorrow
positive,2021-05-01 12:44:29,0,I m with you sister I turned 69 in February I celebrated by getting my first dose of the Moderna vaccine,0.3,0,1388534805302759427,544602659,SamsaraFarm,I sister I turned 69 February I celebrated getting first dose Moderna vaccine
neutral,2021-04-29 11:29:39,0,UChicago alum David Meline explains how Moderna helped launch a vaccine revolution University of Chicago News,0.0,0,1387791195665887235,3298226382,DeanJimCiesla,UChicago alum David Meline explains Moderna helped launch vaccine revolution University Chicago News
positive,2021-05-01 22:36:13,11,Lol We can t get people to take a vaccine that went through all the phases of clinical trials because of the minuscule risk of blood clots but sure if Trudeau had just rubber stamped Moderna when it was first proposed a year ago all our problems would have been solved,0.5166666667,0,1388683718810738696,1321632918356152329,BanFoolish,Lol We get people take vaccine went phases clinical trials minuscule risk blood clots sure Trudeau rubber stamped Moderna first proposed year ago problems would solved
