analysis,created_time,favorite_count,full_text,polarity,retweet_count,tweet_id,user_id,username
neutral,2021-05-04 19:37:00,0,Pfizer Will Seek Approval to Give Covid Vaccine to Children IT S ALL ABOUT AND ONLY ABOUT MONEY,0.0,0,1389725778401710086,1358147259041542150,MartinRWalker1
neutral,2021-05-02 16:22:59,0,Breast fed Baby passes away after being poisoned by Mother who had taken the Pfizer Covid Vaccine,0.0,0,1388952179403337730,24470923,gregmendozave
positive,2021-04-28 17:55:18,1,3 9 of every 10k women taking birth control will develop blood clots So far I think the number of blood clots in J amp J Covid vaccine is 9 out of 7M Keep it in perspective people,0.1,0,1387525858575982597,289133735,RIP_Heather
neutral,2021-04-30 11:33:55,0,Pfizer BioNTech seek Covid vaccine authorization for kids source,0.0,0,1388154655717400580,1129642171420688384,vk82021716
positive,2021-05-04 13:15:54,1,The Pfizer COVID vaccine may be available to kids 12 to 15 as early as next week,0.1666666667,1,1389629872625041414,17837506,kfdinews
neutral,2021-05-01 06:44:07,137,The 1st batch of Russian Covid vaccine Sputnik V arrives in Hyderabad Sputnik V based on human adenoviral vectors is one of only 3 vaccines in the world along with those by Pfizer and Moderna with an efficacy of over 90 against SARS CoV 2 infection,0.0,13,1388444115688296448,85830890,Amitraaz
positive,2021-05-02 00:44:40,1,CDC set a goal of 65 efficacy for COVID vaccines Pfizer amp Moderna s were 95 amp 94 effective in trials The flu vaccine is typically 60 effective 145 million Americans vaccinated for COVID so far In 5 to 6 the vaccine won t work That s almost 9 million people,0.4333333333,0,1388716044777402368,59262688,ericotown
neutral,2021-05-04 12:07:03,0,Pfizer CEO says third Covid vaccine dose likely needed within 12 months,0.0,0,1389612547343622148,1331786565492862984,Frank__Mule
neutral,2021-04-29 15:33:26,39,Waiting for federal health officials to give an update on COVID vaccine delivery distribution It comes after Moderna announced this morning it would be ramping up production following weeks of delays and disruptions cdnpoli,0.0,15,1387852544819482625,247412653,cmaconthehill
positive,2021-04-29 16:12:58,1,Got my first COVID vaccine today,0.25,0,1387862495038038019,1324117498086662144,BlundonLexi
neutral,2021-05-04 13:17:26,0,Pfizer expects Covid vaccine demand for years,0.0,0,1389630260505886723,1116776164666822656,SplendidPsyche
neutral,2021-05-04 18:30:44,0,Pfizer expects 26 billion in 2021 sales from COVID vaccine via,0.0,0,1389709102050328577,1333626846697676802,Dominic00719779
positive,2021-05-02 16:01:32,23,To be clear destiny is partially correct Most government funding goes into so called basic research Going from that to a physical COVID vaccine is a gap filled by private companies However every vaccine company except pfizer got hundreds of millions in grants through OWS,0.1285714286,0,1388946778700062726,1280274743355224065,ChadNotChud
positive,2021-05-01 09:26:27,0,hope this comic is reassuring to those who have gotten the J amp J vaccine or intend to get it J amp J remains a great option as a one and done covid vaccine,0.525,0,1388484964820258817,1354174355568091136,cartoonshrink
positive,2021-04-30 11:45:09,0,Joe Rogan backpedals after telling young Americans not to get COVID vaccine via,0.1,0,1388157483466768387,3430288594,RichardW_1943
positive,2021-05-04 13:44:39,0,Pfizer Stock Just Below Buy Zone After Covid Vaccine Sales Crush Forecasts Investor s Business Daily Pfizer said Tuesday it plans to seek full FDA approval for its Covid 19 vaccine by the end of the month Pfizer stock was below a buy point,0.175,0,1389637106872446976,765071010,easyjanjansen
neutral,2021-05-03 13:11:22,2,It s still not officially FDA approved so we won t see Pfizer or Moderna COVID vaccine commercials on TV,0.0,0,1389266342927343616,4920722435,realrajmahal84
neutral,2021-05-04 13:57:45,0,Pfizer Reaps Hundreds of Millions in Profits From Covid Vaccine If companies like Pfizer can t make any money making vaccines they will go broke then who s going to make them next time,0.0,0,1389640403880534019,2719954040,Alonsouru
positive,2021-04-28 13:02:39,0,Coronavirus UK orders 60million more doses of Pfizer s Covid vaccine,0.5,0,1387452209697263620,3538809437,DiazHub
positive,2021-04-28 13:06:57,4,I just got my 2nd Moderna Covid vaccine So far so good BTW Harris County was extremely organized where I went Everyone was efficient and professional It took less than 30 minutes start to finish,0.1013888889,0,1387453293643935758,1271204574,teakasgirl
positive,2021-05-04 17:57:06,0,So happy to hear you re okay I hope your depression is easing up or is gone Did you get your Covid vaccine I got my first one yesterday Pfizer,0.5166666667,0,1389700638288715782,68208472,ovrthernbow
positive,2021-05-03 19:50:56,1,I m getting emails about how the J amp J Covid vaccine is available near me and bitch I d rather drag my bare across concrete before I put that in my body,0.12,0,1389366899365060609,4532034025,KaylaDMiller1
positive,2021-05-04 18:44:21,3,To everyone that has taken the Pfizer experimental Covid vaccine their shareholders would like to heartily thank you for your patronage and hope you will get booster shots every year 2021 forecasted revenues are 26 billion for the vaccine alone,0.1,0,1389712532391272453,1896473412,ATomalty
positive,2021-05-01 05:22:21,0,Young people and women more likely to report Pfizer AstraZeneca COVID vaccine side effects UK survey shows,0.2,0,1388423536696430592,64400897,wongai1968
neutral,2021-05-04 12:18:32,22,Your COVID vaccine booster might be a patch or a pill Or it might come with your flu shot via,0.0,10,1389615434706653186,1109532876310302721,conspiracyguy10
negative,2021-05-03 13:43:47,1,The fucked up thing is that is partly responsible for the opioid crisis that s killed millions including 4 of my own friends and now they are saving people with the covid vaccine and all that shit they did is being swept under the rug,-0.04,0,1389274501486100483,2156000407,studiomogura
positive,2021-05-03 12:36:14,0,COVID vaccine tracker update How many Pfizer Moderna Johnson amp Johnson vaccines given in each U S state Fortune,0.5,0,1389257504274714629,1271775655923986433,Econ101__
positive,2021-05-02 18:24:52,1,It s a tough balance It is anecdotal but the American Covid vaccines so far have proven most effective Check out China and their debacle of a vaccine In jest I add that Putin was smart enough to have his intelligence teams steal the Pfizer formula,0.1464852608,0,1388982852323262471,1184466597370630144,JoshEisen17
neutral,2021-04-29 18:15:30,0,Moderna targets production of 3bn Covid vaccines in 2022 after CEO warns of future oversupply Breaking News,0.0,0,1387893330521038853,1312799811876265985,newslymedia
positive,2021-04-30 10:31:58,1,Pfizer and Moderna Begin COVID Vaccine Trials on Children as Young as 6 Months Old,0.1,0,1388139068043583489,102026416,yongchakmaru
positive,2021-05-04 13:42:30,1,COVID 19 Moderna announced it will be expanding its headquarters allowing it to produce COVID vaccines more effectively DailyVoice,0.55,0,1389636566033764362,2582876443,PutnamDV
positive,2021-05-01 18:54:53,55,88 of Iowa s 99 counties are now telling state they don t need their full allocations of COVID vaccine Remember how many Iowans were playing The Hunger Games to get shot appointments just a few weeks ago via,0.2166666667,27,1388628019628101636,57389552,tonyleys
positive,2021-04-28 12:30:04,0,UK orders 60m more doses of Pfizer Covid vaccine for booster jabs,0.5,0,1387444011829452802,829311754039599104,leginnosnibor1
positive,2021-05-04 12:40:07,4,IMO I m not a scientist but I feel that Pfizer and Moderna had existing vaccines for pneumonia and shingles Both of which I had I feel these scientists had a good platform to start with That s why their covid vaccine was produced fast Just saying Thank you amp POTUS JOE,0.45,3,1389620866720403459,911396903987941377,AAFoxy1
positive,2021-04-30 13:55:34,0,Houston nurse is fired for declining COVID vaccine Good idea Bad Idea,5.551115123e-17,0,1388190303572664323,293594300,WACO100TEXAS
positive,2021-04-28 12:14:09,1,Does anyone know if say you have COVID vaccine X as your first do you need your followup as COVID vaccine Y or do you need a second dose of X ie I ve had AZ Do I need dose 2 of AZ or would Pfizer be just as useful,0.1833333333,0,1387440005384114176,21024323,lardychap
neutral,2021-04-28 12:49:06,2,Walgreens in Mahomet has an abundance of the Pfizer COVID vaccine that will expire by Thursday April 29 at noon you can walk in without an appointment at 104 N Lombard until Noon on Thursday Pharmacy hours are 8 AM 11 AM 11 30 AM to 8 PM,0.0,3,1387448800105611268,381675568,MahometVillage
neutral,2021-05-02 15:26:37,8,Finally made my Covid vaccine appointment in 2 weeks for the Pfizer vaccine,0.0,0,1388937994594242563,724085720663519233,mr_goblins948
positive,2021-05-04 16:20:05,0,Pfizer expects Covid vaccine demand for years lt no doubt probably a small decade at least and they will have a good profit,0.05,0,1389676222372798466,1324008002504945665,Leila38_
neutral,2021-05-04 17:50:42,0,As Big Pharma Fights Off Patent Waiver Pfizer Reports Hundreds of Millions in Profits From Covid Vaccine via,0.0,0,1389699028829487105,399774230,michaelallenmar
positive,2021-05-04 14:40:49,0,After I got my shot I set the 3rd fastest time ever recorded on a bike from the big tree to the Co op Maybe it was the tailwind or freshly lubed chain but I think it had more to do with the super juice injected into my arm muscle Tired EPO Wired Moderna COVID vaccine,0.1222222222,0,1389651241928585218,221214535,thebigchinbc
positive,2021-05-03 17:00:00,0,State leaves COVID vaccine mandate decision to colleges Read the full story via below EdColo,0.35,0,1389323883690528771,364465905,apluscolorado
neutral,2021-05-02 00:24:02,0,Rite Aid COVID Vaccine Appointments Update netde Sussex County N Dupont Blvd Milford Pfizer Tues May 4 Sat May 8 Tues May 11 Sat May 15 Tues May 18 Wed May 19,0.0,0,1388710850383462401,1216531677603860480,CaffeinatedI
neutral,2021-04-30 10:43:55,0,Where to get the Covid Vaccine in Palm Beach County,0.0,0,1388142073405116419,39910810,pbcheap
positive,2021-04-30 19:33:27,0,Young people and women more likely to report Pfizer AstraZeneca COVID vaccine side effects UK survey shows,0.2,0,1388275336601735168,1141538430356115456,RobinKe16886162
negative,2021-04-29 18:37:36,0,Recent conversation with someone who regularly gets the flu shot Doesn t want COVID vaccine until next year wait to see how many ppl get sick from it Will get AZ not Pfizer Moderna because the latter alters your DNA Sigh so close yet so far,-0.0163265306,0,1387898891803119617,972934513973055489,grafxbylisa
positive,2021-05-03 19:47:02,672,The FDA is expected to authorize Pfizer s COVID vaccine for ages 12 and older by next week fast tracking shots for many youths before the next school year according to a federal official and a person familiar with the process,0.1630952381,172,1389365916304093185,51241574,AP
negative,2021-04-28 16:52:05,3,One dose of Pfizer or AstraZeneca COVID vaccine cut transmission by up to half study says,-0.1666666667,1,1387509948276477955,36297832,MoonAngelWings
neutral,2021-05-04 12:12:46,20,Pfizer expects to produce Covid vaccine for years to come Follow our updates on coronavirus here,0.0,1,1389613984534380549,249022032,dawn_com
positive,2021-05-04 18:59:09,74,FDA EUA Alert CDC s ACIP has just scheduled an emergency meeting for May 12 This suggests that the FDA s authorization of Pfizer s COVID19 vaccine for 12 15 year olds will be right before then We could have our first COVID vaccine endorsement for kids next Wednesday,0.1785714286,47,1389716255939211264,121191859,jenkatesdc
positive,2021-05-01 10:13:50,0,W H threatens to fire FDA chief unless Pfizer Covid vaccine approved Friday White House chief of staff Mark Meadows told head of the FDA to submit his resignation if the agency doesn t clear Pfizer s vaccine for EUA by day s end,0.05,0,1388496891831332865,1230547643308412930,AndersJonita
neutral,2021-05-04 18:15:59,0,Pfizer Will Seek Approval to Give Covid Vaccine to Children,0.0,1,1389705393148882944,15856435,MSN
neutral,2021-05-04 18:35:50,0,Pfizer to seek FDA approval for COVID vaccine for use in kids age 2 to 11 in September,0.0,0,1389710387898208256,712693787512930304,AJ831958
positive,2021-04-30 13:10:24,0,Ready To Get The COVID Vaccine Here s How To Book It In Your State,0.2,0,1388178938015387648,14150186,Chelleld16
neutral,2021-05-03 12:59:35,0,Denmark drops J amp J Covid vaccine over blood clot concerns,0.0,0,1389263379588468738,1337754019163496450,eleadephraim
neutral,2021-04-28 12:14:02,1,UK orders extra 60 million doses of Pfizer BioNTech Covid vaccine as government puts plan in place for booster programme in autumn,0.0,0,1387439977458511873,123690515,BreakingCoDotUK
neutral,2021-04-29 14:02:03,0,Pakistan to get over 15 mln doses of COVID vaccine in next two months minister pakistan,0.0,0,1387829549149442051,19921353,pakistaninews
neutral,2021-05-04 12:30:31,0,They are giving out J amp J Pfizer and Moderna You do not have to be a member to receive the COVID vaccine at Sam s Club,0.0,0,1389618453674438657,906278726631137281,Secaucus_Patch
neutral,2021-05-02 10:58:02,0,920 appointments at 1st amp 2nd Dose Pfizer amp Moderna OCCC May 13 Oklahoma COVID Vaccine,0.0,2,1388870402999529483,1356104059460202496,VaccineAlertsOk
neutral,2021-04-28 13:32:17,0,Why Pfizer s Covid Vaccine Was Not Granted Approval In India For Emergency Usage via,0.0,0,1387459669086543874,1255092243628728322,RealWBTruth
positive,2021-05-02 11:01:19,1,A great article that describes the manufacturing of the Pfizer Covid vaccine Love how they showed video examples of some of the steps Really cool to see this and compare with cell therapy manufacturing cleanroom gowns equipment used,0.55,1,1388871229696741381,1378379478666149889,joytupas25
neutral,2021-05-04 16:49:30,16,Pfizer document confirms Covid Vaccine Shedding leading to Menstrual Cycle Disruption and Miscarriage is possible via skin to skin contact and breathing the same air,0.0,12,1389683628729307154,1149827733196816396,CuriousRabitt
positive,2021-05-01 19:24:54,0,Interesting California COVID vaccine map How many people are vaccinated against COVID 19 in your zip code,0.5,1,1388635572042756096,17719090,fscavo
negative,2021-05-01 13:15:04,0,Nurse found dead in patients bathroom hours after having the Pfizer Covid Vaccine,-0.2,0,1388542501171171332,1385479066111909888,5Djindji
positive,2021-05-01 11:41:29,3,Ok got my first covid vaccine Pfizer at 7 51 am today and actually felt a wild surge of energy I wrestled marco for 2 hours had a HUGE breakfast now im chilling but my arm feels sore af at injection site,0.125,0,1388518948434550792,33353053,_vidabella
positive,2021-04-30 18:11:54,49,Still need your COVID vaccine This Sunday 5 2 there is a free walk in Pfizer vaccine clinic for everyone 16 from 10 a m to 7p m the Sikh Temple in Turlock 1391 5th St,0.4,41,1388254810986598401,24496760,angewrites
positive,2021-04-30 14:04:36,0,We have available appointments for Covid Vaccine Please go to our website to register at We have Moderna and Johnson amp Johnson please call our location with questions you may have 740 992 2955,0.4,0,1388192578533797893,706968181987004418,SwisherLohse
negative,2021-04-29 11:09:49,4,We aren t hearing anything about the side effects of any covid vaccine unless it s AZ or j amp j That ought to at least make people dig a bit into why,-0.3,0,1387786202695323654,30271927,TheBridgetteAnn
neutral,2021-05-01 04:11:12,0,Moderna targets production of 3bn Covid vaccines in 2022 after CEO warns of future oversupply Breaking News,0.0,0,1388405631904845825,1312799811876265985,newslymedia
positive,2021-04-30 19:54:24,9,Many Americans have Covid vaccine preferences The poll of 1k people found that most 36 preferred Pfizer followed by Moderna at 19 and Johnson amp Johnson at 17 CBS News reported,0.5,16,1388280606681882627,732787392722182144,DelthiaRicks
positive,2021-05-02 15:24:42,1,That s a really reductive and unhelpful oversimplification Because no vaccine is 100 effective and most are closer to 65 effective like the J amp J COVID vaccine the actual role of vaccines is to make it more difficult for a pathogen to spread within a population,0.2714285714,0,1388937512291291136,56263544,jpklock
positive,2021-05-01 13:16:38,1,This morning news editor was one of the first to take part in a new Covid vaccine trial Here s how he got on,0.1931818182,2,1388542892126449669,164431661,jabberingjourno
neutral,2021-04-29 14:58:54,0,I had to call 911 in the middle of the night from passing out and get a bag of iv fluid at urgent care 2 weeks ago after getting the j amp j shot south Portland Maine covid vaccine sideaffects,0.0,0,1387843855014313984,1128399715303927809,powd3rs
positive,2021-05-01 13:43:18,2,Covid vaccine near me Get Vaccinated How to find a COVID 19 Vaccine Near Me CovidVaccine GetVaccinated COVID19India COVID19,0.1,0,1388549604090605570,304311184,rohitkumar1602
neutral,2021-04-29 18:44:42,0,You published an article COVID vaccines aren t gene therapy The American Society for Gene Cell Therapy said in Nov 2020 These findings demonstrate that gene therapy is a viable strategy for developing vaccines to combat COVID 19,0.0,0,1387900680162136069,260543269,palamping
positive,2021-05-04 13:52:51,0,Also added to NB COVID vaccine today those 16 amp older with two or more select chronic conditions at Horizon and Vitalit RHA clinics eligibility criteria here,0.3333333333,0,1389639173921980418,111127530,JakeAReid
neutral,2021-05-01 05:26:41,6,i heard someone say the covid vaccine turns you into the opposite gender so i m getting the second dose of the pfizer vaccine in two weeks still cis tho,0.0,1,1388424627580456960,1167910035156021248,scooterflyer
positive,2021-05-04 19:21:56,1,I get why people are upset when profits flow from exploitation forced labor or hurting people cigarettes Pfizer didn t do either and they ve delivered huge societal benefit If you re not allowed to profit from making a COVID vaccine what are you allowed to profit from,0.05,0,1389721988684517376,3298115514,GaryWinslett
neutral,2021-05-03 18:43:57,0,The FDA is expected to approve Pfizer s covid vaccine for 12 15 year olds as early as this week If you are a parent of a child in that age group how soon would you have them vaccinated,0.0,1,1389350043455524873,16329426,13WHAM
negative,2021-05-04 11:39:29,0,How much Pfizer expects to reap at least 26B from Covid vaccine in 2021,-0.05,0,1389605611197898753,14924044,stakx
neutral,2021-05-01 18:50:32,9,PORTLAND FRIENDS THAT NEED A COVID VACCINE We are here until 5pm we have plenty of food boxes and Pfizer vaccines please come through 2nd dose will be 5 29 same location Please reply or text me if you or someone you know needs a vaccine,0.0,5,1388626922305769475,368565628,portlandcarrot
neutral,2021-05-03 15:11:34,0,Covax boosted by 500 million Moderna Covid vaccine doses world news,0.0,0,1389296594579722245,70244885,retweetnews2019
neutral,2021-05-04 15:21:37,0,Second covid vaccine yesterday 24hrs later chills fever headache fatigue and sore arm Pfizer CM315WSU,0.0,0,1389661511715639305,1359678680872726531,Mediaevents2021
neutral,2021-05-04 13:04:09,0,Pfizer Reaps Hundreds of Millions in Profits From Covid Vaccine,0.0,0,1389626915636588544,59687890,HenryImbriaco
negative,2021-04-28 15:46:31,16,According to the ONS tests a friend of mine has been having every week or so after 2 months since they had the single Pfizer covid vaccine they have no antibodies anymore The antibodies they detected a month ago have departed amp they are no longer protected 1,-0.0714285714,10,1387493451453898754,2572417917,TegidRoberts
positive,2021-05-01 22:56:04,15,Got the first of two Pfizer COVID vaccine shots this morning I m true grateful for it As for side effects just sore arms and fatigue Gonna sleep it through,0.3,0,1388688714969223169,4685984617,CPoweredLion
neutral,2021-05-04 12:20:47,0,Melinda Gates sees U S government donating COVID vaccine doses soon,0.0,0,1389616003458469889,1289269420423098374,josevilanovafe4
negative,2021-04-28 14:59:01,0,You mean you are against anything produces in India USA spent billions of dollars for research on COVID vaccine and still pays for vaccines to those companies,-0.20625,0,1387481496391503874,1377481391051575296,Deva50864949
positive,2021-04-29 15:28:43,0,New opening at EVERGREEN INTERNISTS COVID VACCINE SITE Moderna REDMOND CovidWaKingCounty,0.1363636364,0,1387851357655289861,1356738034901819392,covidwashington
negative,2021-04-28 16:48:35,0,So I got my 2nd COVID vaccine on Sunday morning Moderna Since then I ve been getting my ass kicked by this vaccine I went home early from work 3 days in a row because I ve been so weak and fatigued I had to sit down every couple minutes just to catch my breath It sucks,-0.1461111111,0,1387509067891974146,583100817,KenScottOlson
neutral,2021-05-02 03:26:55,0,Also I finally got a COVID vaccine appointment scheduled Moderna brand for May 5 and June 2,0.0,0,1388756874582020096,2452228477,JayGeisGold
neutral,2021-05-03 12:55:53,1,Pfizer to offer smaller shipments of COVID vaccine,0.0,0,1389262446116868104,773346177240670208,matt_blois
negative,2021-04-30 19:29:21,0,Are you serious Is he an heir to J amp J Bastard must be making a killing on the Covid vaccine sales,-0.3333333333,0,1388274304035565576,1170304086497005568,ResisterDude
positive,2021-04-28 13:20:42,0,UK has bought 60million more doses of Pfizer s Covid vaccine to supply autumn booster jabs to cut the risk of mutated variants Matt Hancock reveals,0.5,0,1387456753219031054,1182746714584895493,MARCOFREE2020
positive,2021-05-04 13:49:09,2,Pfizer s Covid vaccine revenues hit 3 5bn in first quarter via,0.25,0,1389638238839754755,293935860,fernandezamster
negative,2021-05-03 13:05:18,0,The so called COVID vaccine is not a vaccine It is an mRNA gene therapy It tricks your body into creating a protein that looks like a part of the COVID virus It is experimental The long term effects are unknown,-0.0166666667,0,1389264819136581639,1030611259,OscarsRant
positive,2021-04-30 12:50:41,1,Swansea Bay University Health Board has a few hundred spare doses of the Pfizer Covid vaccine at the Bay Field Hospital on Fabian Way First come first served by 7 30pm tonight COVID19 PfizerVaccine,0.1,1,1388173975235272704,211529479,jamieradio
neutral,2021-04-30 10:59:38,0,Just out of curiosity did you take the covid vaccine moderna,0.0,0,1388146028897914880,1073377466,ElfMidnite
neutral,2021-04-28 12:46:47,1,Tampa zoo animals may get COVID 19 vaccine in summer or fall By Peter Aitken Fox NewsApril 27 2021 Zoo Tampa The Zoetis vaccine for animals is totally separate from the COVID vaccine being used for humans,0.0,1,1387448219148357635,1103676164349009920,CoglianeseRalph
positive,2021-04-30 14:07:49,0,covid19 Good news in this weeks CDC MMWR regarding older vaccinated people Data from a small real world study demonstrated that receiving two doses of the Pfizer or Moderna COVID vaccine is 94 effective against COVID 19 hos,0.2833333333,1,1388193384909606916,5398862,ReginaPhelps
neutral,2021-05-04 13:08:25,0,Pfizer Reaps Hundreds of Millions in Profits From Covid Vaccine,0.0,0,1389627987931418627,24336417,snowshoehare
neutral,2021-04-29 12:52:01,0,Moderna ups COVID vaccine production,0.0,0,1387811923123650571,14849086,KCRG
neutral,2021-05-02 00:27:14,0,Rite Aid COVID Vaccine Appointments Update netde Kent County E Glenwood Ave Smyrna Moderna Tues May 4 Sat May 8 Tues May 11 Sat May 15 Tues May 18 Sat May 22 Tues May 25 Wed May 26,0.0,0,1388711655832440832,1216531677603860480,CaffeinatedI
positive,2021-05-01 09:20:18,1,3 Reasons Miami School Might Be Right About Asking Teachers Not to Get COVID Vaccine IT WOULD SEEM THE VACCINATED ARE A POTENTIAL DANGER TO THE UNVACCINATED Who could have ever guessed such a thing Pfizer knew it amp so did the government,0.0952380952,0,1388483419408146437,1085538860296212480,KennethJolivet
negative,2021-04-28 13:23:40,0,2 THE CHECKERED PAST OF THE VACCINE COMPANIES The four major companies who are making these covid vaccines are have either Never brought a vaccine to market before covid Moderna and Johnson amp Johnson Are serial felons Pfizer and Astra Zeneca Are both Johnson amp Johnsn,-0.09375,0,1387457499780063243,1346702308579684352,MillerPorky
neutral,2021-05-03 17:34:01,1,Denmark Ditches J amp J COVID Vaccine Says Benefits Do Not Outweigh Risk of Blood Clots,0.0,1,1389332443581255680,152980528,tony_webber
positive,2021-04-29 18:15:43,0,Cuba independently developing three new covid vaccines three of them already reaching phase 3 The country intends to vaccinate its whole population with the locally produced vaccines until the end of this year via,0.0840909091,0,1387893386489774086,48094999,castro_monteiro
neutral,2021-05-04 19:36:36,3,SAN FRANCISCO 3 COVID vaccine j amp j cancellations at the CVS on 3600 Geary so if ur looking to get a vaccine give us a call or try scheduling online,0.0,2,1389725681437663234,405703001,altheafrutex
positive,2021-04-28 12:03:17,21,KY Legislature Fun Fact of the Day Here is the list of our current Legislators who received donations from Pharmaceutical Company amp Covid vaccine manufacturer Pfizer since 2018 DrainTheFrankfortSwamp TeamKentucky kyga21,0.15,18,1387437273105551369,1353165646750748672,ky_statesman
positive,2021-04-30 19:12:08,0,Moderna plans to have COVID vaccine booster shot ready by fall CBS News,0.2,0,1388269971906699272,20563532,SimplyBerry
neutral,2021-04-29 14:01:34,0,Communications is essential in every industry especially the heath industry Here are ways communicators can prepare messages for kids and families surrounding the COVID 19 vaccine Communications COVID Vaccine,0.0,0,1387829424897339394,468506841,IssuerDirect
positive,2021-05-04 11:32:02,1,Pfizer Reaps Hundreds of Millions in Profits From Covid Vaccine The company said its vaccine generated 3 5 billion in revenue in the first three months of this year,0.25,2,1389603734536269829,231390130,trevorw1953
negative,2021-05-03 15:45:58,1,rami Ever think about how infinitely small the chances of some things are I was part of the clinical trial for the Pfizer covid vaccine One of like 40 000 people or something And I m transgender 0 6 of the population or so I have no idea if there were any others like me,-0.25,0,1389305250327236609,755998501,AstralSorceress
neutral,2021-04-29 19:00:06,10,Pakistan to get over 15 mln doses of COVID vaccine in next two months minister,0.0,2,1387904553698332673,15954704,ReutersIndia
negative,2021-04-28 16:34:45,21,Nurse found dead in patients bathroom hours after having the Pfizer Covid Vaccine Daily Expose,-0.1,27,1387505588242948105,2806451980,Crippsy1969
positive,2021-05-04 15:56:03,0,Pfizer scientist expects elderly people with underlying conditions to be first to get Covid vaccine booster shots,0.25,0,1389670174538805248,22408458,RoyButta
positive,2021-04-30 12:01:37,3,My brother got his first dose of the Covid vaccine in America Pfizer the lucky duck And BOTH my grandparents are fully vaccinated here now as of this week Happy Friday,0.4611111111,0,1388161627246170114,240385321,KatelynHanna13
neutral,2021-04-29 14:37:35,5,Moderna says it s ramping up global manufacturing of its COVID vaccine aiming to produce three billion doses in 2022,0.0,4,1387838489039802372,9616062,10News
neutral,2021-05-01 09:13:05,0,Can you mix the Pfizer and Moderna COVID vaccines KUSA,0.0,0,1388481603261722626,1129062072862437377,GenBioUSA
positive,2021-05-01 20:04:43,0,Pfizer BioNTech seek EU s OK to use COVID vaccine on kids,0.5,0,1388645591400390656,860834038088478720,icsave
neutral,2021-05-02 04:04:40,0,NHS draws up Pfizer Covid vaccine plan for schoolchildren,0.0,0,1388766373808021507,17721939,cdesplaces
positive,2021-05-02 19:34:19,0,Covid vaccine No need for vaccines Covid effectively over Ex Pfizer VP Health News ET HealthWorld,0.6,0,1389000327962189825,830028628654247936,onthetowntanyaC
neutral,2021-05-02 13:55:00,0,Cuba could be closing in on COVID vaccine sovereignty Coronavirus pandemic News Al Jazeera via,0.0,0,1388914938794622976,310917895,CeliaMcKoy
positive,2021-05-02 15:45:00,1,COVID VACCINE The White House is under pressure to waive patent rules for vaccines so that poorer countries can begin to produce their own generic versions,0.2,0,1388942619535978497,15019344,WNEP
neutral,2021-05-02 04:15:39,0,No NHS draws up Pfizer Covid vaccine plan for schoolchildren News The Sunday Times,0.0,0,1388769140014518272,3408756183,LiveAzores
neutral,2021-04-29 13:08:18,1,All 6 N J COVID vaccine mega sites offering walk in shots today,0.0,3,1387816021487144962,39520162,NJ_Politics
neutral,2021-05-02 10:15:05,0,COVID Vaccine A Pet s Take videogames cartoon pets COVID COVID 19 vaccine,0.0,0,1388859591753179137,340498338,GiNLounge
positive,2021-04-30 19:21:43,0,Young people and women more likely to report Pfizer AstraZeneca COVID vaccine side effects UK survey shows,0.2,0,1388272383472013312,856068404,FLATEARTHCENTER
neutral,2021-05-02 08:58:38,168,NHS draws up Pfizer Covid vaccine plan for schoolchildren News The Sunday Times,0.0,150,1388840352275214340,702798054357909504,BreesAnna
negative,2021-04-30 11:21:34,0,A tough call Biden considering mandatory Covid vaccines for U S troops POLITICO Biden says schools should probably all be open in the fall CNN Biden says it s tough call to mandate COVID 19 vaccine for military Fox News Biden says,-0.2194444444,0,1388151548576821250,783249578,DetroitMichiga
neutral,2021-05-04 18:35:33,0,Pfizer Reaps Hundreds of Millions in Profits From Covid Vaccine,0.0,0,1389710315500212229,845173806,MKrejcikova
neutral,2021-05-04 16:44:37,2,Poly senior Caleb Dunomes wrote about his experience getting the Covid vaccine,0.0,2,1389682398841823234,4843230732,polyhighlife
negative,2021-05-02 11:17:10,0,There is no way either Pfizer or Moderna has a patent on the COVID vaccine in India already Perhaps they have a patent on the mRNA vaccine concept but even then it s not clear the US government would have any potential rights in an Indian patent,-0.025,0,1388875216877723651,1177931765404581888,PetePetersonJr
negative,2021-05-02 18:58:08,0,We need your support The Government should not be giving 2nd dose COVID vaccine outside the 21 28 day interval due to no supply Please help us demand investigation and inquiry into reckless advisory from NACI Sign the petition,-0.0416666667,0,1388991223285919745,1388986117828001795,EricSmi25386071
neutral,2021-05-04 13:18:24,1,Pfizer Reaps Hundreds of Millions in Profits From Covid Vaccine,0.0,1,1389630501430779907,23480891,CAcannonfodder
positive,2021-05-04 18:44:20,0,FDA preparing to authorize Pfizer Covid vaccine for 12 to 15 year olds as early as next week via,0.05,0,1389712527865520128,913925752109752320,kkmbol2
positive,2021-04-30 18:27:58,0,Pfizer BioNTech seek EU s OK to use COVID vaccine on kids,0.5,0,1388258854836838402,1486117886,BaronianConsult
neutral,2021-05-03 18:39:41,0,FDA Set to Approve Pfizer COVID Vaccine for 12 15 Year Olds by Next Week Report,0.0,0,1389348967197122561,714513438836441089,wilsonjmashaka
neutral,2021-05-02 12:50:06,0,Got my 2nd COVID vaccine today I m officially Pfizer Princess,0.0,0,1388898605948407813,221487368,ShantesRevenge
neutral,2021-05-04 12:19:05,3,COVID vaccine boosters might be a patch or a pill CBS News,0.0,1,1389615574666420234,1315764703428255745,TrueGayPatriots
